"display";"code";"request_result";"examination_result";"scale";"unit_measure";"method";"specimen"
Virus identified in Urine by Culture;"14457-6";Permintaan & Hasil;Nominal;Nom;;Culture;Urine
Virus identified in Sputum by Culture;"14458-4";Permintaan & Hasil;Nominal;Nom;;Culture;Sputum
Virus identified in Penis by Culture;"14459-2";Permintaan & Hasil;Nominal;Nom;;Culture;Penis
Virus identified in Urethra by Culture;"14460-0";Permintaan & Hasil;Nominal;Nom;;Culture;Uretra
Bacteria identified in Cervix by Aerobe culture;"14475-8";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Serviks
Bacteria identified in Urethra by Aerobe culture;"14477-4";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Uretra
Bacteria identified in Penis by Aerobe culture;"14478-2";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Penis
Mycobacterium tuberculosis DNA [Presence] in Sputum by NAA with probe detection;"14556-5";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Sputum
Mycobacterium tuberculosis DNA [Presence] in Bronchial specimen by NAA with probe detection;"14557-3";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Bronkus
Mycobacterium tuberculosis DNA [Presence] in Pleural fluid by NAA with probe detection;"14559-9";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Cairan pleura
Mycobacterium tuberculosis DNA [Presence] in Urine by NAA with probe detection;"14560-7";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Urine
Mycobacterium tuberculosis DNA [Presence] in Cerebral spinal fluid by NAA with probe detection;"14561-5";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Cairan otak
Hemoglobin.gastrointestinal [Presence] in Stool --1st specimen;"14563-1";Permintaan & Hasil;Ordinal;Ord;;;Feses
Nuclear Ab pattern [Interpretation] in Serum;"14611-8";Permintaan & Hasil;Nominal;Nom;;;Serum
Appearance of Peritoneal fluid;"14621-7";Hasil;Nominal;Nom;;;Cairan peritoneal
Bicarbonate [Moles/volume] in Venous blood;"14627-4";Permintaan & Hasil;Quantitative;Qn;mmol/L;;Darah vena 
Bile acid [Moles/volume] in Serum or Plasma;"14628-2";Permintaan & Hasil;Quantitative;Qn;umol/L;;Serum
Cold agglutinin [Titer] in Serum or Plasma;"14658-9";Permintaan & Hasil;Quantitative;Qn;{titer};;Serum/Plasma
Color of Peritoneal fluid;"14660-5";Hasil;Nominal;Nom;;;Cairan peritoneal
Color of Pericardial fluid;"14661-3";Hasil;Nominal;Nom;;;Cairan perikardial
Color of Pleural fluid;"14662-1";Hasil;Nominal;Nom;;;Cairan pleura
Color of Synovial fluid;"14664-7";Hasil;Nominal;Nom;;;Cairan sendi
Endomysium Ab [Titer] in Serum;"14708-2";Permintaan & Hasil;Quantitative;Qn;{titer};;Serum
Lactate dehydrogenase [Enzymatic activity/volume] in Body fluid by Lactate to pyruvate reaction;"14803-1";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: lactate to pyruvate;Cairan tubuh
Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction;"14804-9";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: lactate to pyruvate;Serum
Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Lactate to pyruvate reaction;"14804-9";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: lactate to pyruvate;Serum
Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Pyruvate to lactate reaction;"14805-6";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Serum
Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Pyruvate to lactate reaction;"14805-6";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Serum
Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Pyruvate to lactate reaction;"14805-6";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Serum
Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Pyruvate to lactate reaction;"14805-6";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Serum
Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Pyruvate to lactate reaction;"14805-6";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Serum/Plasma
Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Pyruvate to lactate reaction;"14805-6";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Serum
Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Pyruvate to lactate reaction;"14805-6";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Serum
Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma by Pyruvate to lactate reaction;"14805-6";Permintaan & Hasil;Quantitative;Qn;U/L;Reaction: pyruvate to lactate;Serum/Plasma
Testosterone [Moles/volume] in Serum or Plasma;"14913-8";Permintaan & Hasil;Quantitative;Qn;nmol/L;;Serum
Thyroxine (T4) free [Moles/volume] in Serum or Plasma;"14920-3";Permintaan & Hasil;Quantitative;Qn;pmol/L;;Serum/Plasma 
Microalbumin [Mass/time] in 24 hour Urine;"14956-7";Permintaan & Hasil;Quantitative;Qn;mg/(24.h);Detection limit <= 20 mg/L;Urine 24 jam
Microalbumin [Mass/time] in 24 hour Urine;"14956-7";Permintaan & Hasil;Quantitative;Qn;mg/(24.h);Detection limit <= 20 mg/L;Urine 24 jam
Microalbumin [Mass/time] in 24 hour Urine;"14956-7";Permintaan & Hasil;Quantitative;Qn;mg/(24.h);Detection limit <= 20 mg/L;Urine 24 jam
Microalbumin [Mass/time] in 24 hour Urine;"14956-7";Permintaan & Hasil;Quantitative;Qn;mg/(24.h);Detection limit <= 20 mg/L;Urine 24 jam
Microalbumin [Mass/volume] in Urine;"14957-5";Permintaan & Hasil;Quantitative;Qn;"ug/mL;mg/dL";Detection limit <= 20 mg/L;Urine
Microalbumin [Mass/volume] in Urine;"14957-5";Permintaan & Hasil;Quantitative;Qn;"ug/mL;mg/dL";Detection limit <= 20 mg/L;Urine
Microalbumin [Mass/volume] in Urine;"14957-5";Permintaan & Hasil;Quantitative;Qn;"ug/mL;mg/dL";Detection limit <= 20 mg/L;Urine
Microalbumin [Mass/volume] in Urine;"14957-5";Permintaan & Hasil;Quantitative;Qn;"ug/mL;mg/dL";Detection limit <= 20 mg/L;Urine
Microalbumin/Creatinine [Mass Ratio] in Urine;"14959-1";Permintaan & Hasil;Quantitative;Qn;mg/g{creat};Detection limit <= 20 mg/L;Urine
Microalbumin/Creatinine [Mass Ratio] in Urine;"14959-1";Permintaan & Hasil;Quantitative;Qn;mg/g{creat};Detection limit <= 20 mg/L;Urine
Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 75 g glucose PO;"1496-9";Hasil;Quantitative;Qn;mg/dL;;Serum/Plasma
cycloSPORINE [Mass/volume] in Blood by Immunoassay;"14978-1";Permintaan & Hasil;Quantitative;Qn;ug/L;IA;Serum
Glucose [Mass/volume] in Serum or Plasma --1 hour post 100 g glucose PO;"1501-6";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum/Plasma
Glucose [Mass/volume] in Serum or Plasma --1 hour post 50 g glucose PO;"1504-0";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum/Plasma
Follitropin [Units/volume] in Serum or Plasma;"15067-2";Permintaan & Hasil;Quantitative;Qn;m[IU]/mL;;Serum
Follitropin [Units/volume] in Serum or Plasma;"15067-2";Permintaan & Hasil;Quantitative;Qn;m[IU]/mL;;Urine
Fructosamine [Moles/volume] in Serum or Plasma;"15069-8";Permintaan & Hasil;Quantitative;Qn;umol/L;;Serum
Glucose [Mass/volume] in Serum or Plasma --1 hour post 75 g glucose PO;"1507-3";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Glucose [Mass/volume] in Serum or Plasma --2 hours post 100 g glucose PO;"1514-9";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum/Plasma
Fibrin D-dimer [Presence] in Platelet poor plasma;"15179-5";Permintaan & Hasil;Ordinal;Ord;;;Serum/Plasma
Glucose [Mass/volume] in Serum or Plasma --2 hours post 75 g glucose PO;"1518-0";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Osmolality of Body fluid;"15200-9";Permintaan & Hasil;Quantitative;Qn;mosm/kg;;Cairan tubuh 
Rheumatoid factor [Units/volume] in Serum by Nephelometry;"15205-8";Permintaan & Hasil;Quantitative;Qn;[IU]/mL;Nephelometry;Serum
Glucose [Mass/volume] in Serum or Plasma --2 hours post meal;"1521-4";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum/Plasma
Glucose [Mass/volume] in Serum or Plasma --2 hours post meal;"1521-4";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum/Plasma
Glucose [Mass/volume] in Serum or Plasma --2 hours post meal;"1521-4";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum/Plasma
Glucose [Mass/volume] in Serum or Plasma --2 hours post meal;"1521-4";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum/Plasma
Glucose [Mass/volume] in Serum or Plasma --30 minutes post 75 g glucose PO;"1527-1";Hasil;Quantitative;Qn;mg/dL;;Serum/Plasma
Glucose [Mass/volume] in Serum or Plasma --3 hours post 100 g glucose PO;"1530-5";Hasil;Quantitative;Qn;mg/dL;;Serum/Plasma
Glucose [Mass/volume] in Serum or Plasma --3 hours post 75 g glucose PO;"1533-9";Hasil;Quantitative;Qn;mg/dL;;Serum/Plasma
dRVVT actual/normal (normalized LA screen);"15359-3";Hasil;Quantitative;Qn;%;Coag;Plasma
Spermatozoa Abnormal/100 spermatozoa in Semen;"15376-7";Hasil;Quantitative;Qn;%;;Sperma
Fungus identified in Isolate by Culture;"15378-3";Permintaan & Hasil;Nominal;Nom;;Culture;Isolat
Varicella zoster virus IgG Ab [Presence] in Serum by Immunoassay;"15410-4";Permintaan & Hasil;Ordinal;Ord;;IA;Serum
Glucose [Mass/volume] in Serum or Plasma --pre 100 g glucose PO;"1549-5";Hasil;Quantitative;Qn;mg/dL;;Serum
Glucose [Mass/volume] in Serum or Plasma --pre 75 g glucose PO;"1552-9";Hasil;Quantitative;Qn;mg/dL;;Serum/Plasma
Glucose [Mass/volume] in Urine --12 hours fasting;"1555-2";Hasil;Quantitative;Qn;mg/dL;;Urine
Fasting glucose [Mass/volume] in Serum or Plasma;"1558-6";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Cephalothin [Susceptibility] by Minimum inhibitory concentration (MIC);"161-0";Hasil;OrdQn;OrdQn;ug/mL;MIC;Isolat
Helicobacter pylori IgG Ab [Presence] in Serum;"16126-5";Permintaan & Hasil;Ordinal;Ord;;;Serum
Helicobacter pylori IgM Ab [Presence] in Serum;"16127-3";Permintaan & Hasil;Ordinal;Ord;;;Serum
Hepatitis C virus Ab [Presence] in Serum;"16128-1";Permintaan & Hasil;Ordinal;Ord;;;Serum
Herpes simplex virus 1 DNA [Presence] in Specimen by NAA with probe detection;"16130-7";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Herpes simplex virus 2 DNA [Presence] in Specimen by NAA with probe detection;"16131-5";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Swab/ Sekret
Beta 2 glycoprotein 1 IgG Ab [Units/volume] in Serum;"16135-6";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;;Serum
Beta 2 glycoprotein 1 IgM Ab [Units/volume] in Serum;"16136-4";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;;Serum
Glucose [Mass/volume] in Serum or Plasma --11 AM specimen;"16166-1";Hasil;Quantitative;Qn;mg/dL;;Serum
Glucose [Mass/volume] in Serum or Plasma --4 PM specimen;"16169-5";Hasil;Quantitative;Qn;mg/dL;;Serum
Benzodiazepines [Presence] in Urine by Confirmatory method;"16195-0";Permintaan & Hasil;Ordinal;Ord;;Confirm;Urine
Morphine [Presence] in Urine by Confirmatory method;"16196-8";Permintaan & Hasil;Ordinal;Ord;;Confirm;Urine
Meperidine [Presence] in Urine by Confirmatory method;"16207-3";Permintaan & Hasil;Ordinal ;Ord;;Confirm;Serum/Plasma 
Buprenorphine [Presence] in Urine by Confirmatory method;"16208-1";Permintaan & Hasil;Ordinal ;Ord;;Confirm;Urine
Propoxyphene [Mass/volume] in Urine by Confirmatory method;"16242-0";Permintaan & Hasil;Quantitative;Qn;ng/mL;Confirm;Urine
Methadone [Mass/volume] in Urine by Confirmatory method;"16246-1";Permintaan & Hasil;Quantitative;Qn;ng/mL;Confirm;Urine
Glucose [Mass/volume] in Serum or Plasma;"162716";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum/Plasma
Mycobacterium tuberculosis DNA [Presence] in Blood by NAA with probe detection;"16278-4";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Darah
Toxoplasma gondii DNA [Presence] in Blood by NAA with probe detection;"16279-2";Permintaan & Hasil;Ordinal;Ord;;Probe.amp.tar;Darah
Cephalothin [Susceptibility] by Disk diffusion (KB);"162-8";Hasil;OrdQn;OrdQn;;Agar diffusion;Isolat
Glucose [Mass/volume] in Pleural fluid;"163020";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Cairan pleura 
Acid phosphatase tartrate resistant [Enzymatic activity/volume] in Blood;"16316-2";Permintaan & Hasil;Quantitative;Qn;U/L;;Serum
Glucose [Mass/volume] in Peritoneal fluid;"163324";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Cairan peritoneal 
Glucose [Mass/volume] in Synovial fluid;"163630";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Cairan sendi 
Barbiturates [Presence] in Urine by Confirmatory method;"16429-3";Permintaan & Hasil;Ordinal;Ord;;Confirm;Urine
Cobalamin (Vitamin B12) [Mass/volume] in Blood;"16695-9";Permintaan & Hasil;Quantitative;Qn;pg/mL;;Serum
Cobalamin (Vitamin B12) [Mass/volume] in Blood;"16695-9";Permintaan & Hasil;Quantitative;Qn;pg/mL;;Serum
cycloSPORINE [Mass/volume] in Plasma;"16703-1";Permintaan & Hasil;Quantitative;Qn;ng/mL;;Serum
Alpha hydroxybutyrate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma;"1677-4";Permintaan & Hasil;Quantitative;Qn;U/L;;Serum
Endomysium Ab [Presence] in Serum by Immunofluorescence;"16814-6";Permintaan & Hasil;Ordinal;Ord;;IF;Serum
Endomysium Ab [Units/volume] in Serum by Immunofluorescence;"16815-3";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;IF;Serum
Entamoeba histolytica Ab [Presence] in Serum by Immune diffusion (ID);"16817-9";Permintaan & Hasil;Ordinal;Ord;;Immune diffusion;Serum
Hepatitis B virus core Ab [Presence] in Serum;"16933-4";Permintaan & Hasil;Ordinal;Ord;;;Serum
Hepatitis B virus surface Ab [Units/volume] in Serum;"16935-9";Permintaan & Hasil;Quantitative;Qn;m[IU]/mL;;Serum
Jo-1 extractable nuclear Ab [Presence] in Serum by Immunofluorescence;"17031-6";Permintaan & Hasil;Ordinal;Ord;;IF;Serum
Acetoacetate [Mass/volume] in Serum or Plasma;"1705-3";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Prostatic acid phosphatase [Enzymatic activity/volume] in Serum;"1714-5";Permintaan & Hasil;Quantitative;Qn;U/L;;Serum
Prostatic acid phosphatase [Enzymatic activity/volume] in Serum;"1714-5";Permintaan & Hasil;Quantitative;Qn;U/L;;Serum
Bacteria identified in Pleural fluid by Aerobe culture;"17279-1";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Cairan pleura
Microscopic observation [Identifier] in Sputum by KOH preparation;"17281-7";Permintaan & Hasil;Nominal;Nom;;KOH preparation;Sputum
Morphine [Presence] in Serum or Plasma by Confirmatory method;"17290-8";Permintaan & Hasil;Ordinal ;Ord;;Confirm;Serum/Plasma 
Chloramphenicol [Susceptibility] by Minimum inhibitory concentration (MIC);"173-5";Hasil;OrdQn;OrdQn;ug/mL;MIC;Isolat
Neutrophil Cytoplasmic Ab atypical [Units/volume] in Serum;"17358-3";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;;Serum
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma;"1742-6";Permintaan & Hasil;Quantitative;Qn;U/L;;Serum
Chloramphenicol [Susceptibility] by Disk diffusion (KB);"174-3";Hasil;OrdQn;OrdQn;;Agar diffusion;Isolat
Alanine aminotransferase [Enzymatic activity/volume] in Serum or Plasma by No addition of P-5'-P;"1744-2";Permintaan & Hasil;Quantitative;Qn;U/L;No addition of P-5'-P;Serum
Albumin [Mass/volume] in Pleural fluid;"1748-3";Permintaan & Hasil;Quantitative;Qn;g/L;;Cairan pleura
Albumin [Mass/volume] in Peritoneal fluid;"1749-1";Permintaan & Hasil;Quantitative;Qn;g/L;;Cairan peritoneal
Albumin [Mass/volume] in Serum or Plasma;"1751-7";Permintaan & Hasil;Quantitative;Qn;g/dL;;Serum
Albumin [Mass/volume] in Serum or Plasma;"1751-7";Permintaan & Hasil;Quantitative;Qn;g/dL;;Serum
Albumin [Mass/volume] in Serum or Plasma;"1751-7";Permintaan & Hasil;Quantitative;Qn;g/dL;;Serum
Albumin [Presence] in Urine;"1753-3";Permintaan & Hasil;Ordinal;Ord;;;Urine
Albumin [Mass/volume] in Urine;"1754-1";Permintaan & Hasil;Quantitative;Qn;g/dL;;Urine
Rotavirus Ag [Presence] in Stool;"17547-1";Permintaan & Hasil;Ordinal;Ord;;;Feses
Salmonella typhi O Ab [Presence] in Serum;"17566-1";Permintaan & Hasil;Ordinal;Ord;;;Serum
Salmonella typhi O Ab [Presence] in Serum;"17566-1";Permintaan & Hasil;Ordinal;Ord;;;Serum
SCL-70 extractable nuclear Ab [Presence] in Serum by Immunofluorescence;"17569-5";Permintaan & Hasil;Ordinal;Ord;;IF;Serum
Albumin.glycated [Mass/volume] in Serum or Plasma;"1758-2";Permintaan & Hasil;Quantitative;Qn;g/dL;;Serum
Sjogrens syndrome-A extractable nuclear Ab [Presence] in Serum by Immunofluorescence;"17583-6";Permintaan & Hasil;Ordinal;Ord;;IF;Serum
Sjogrens syndrome-B extractable nuclear Ab [Presence] in Serum by Immunofluorescence;"17586-9";Permintaan & Hasil;Ordinal;Ord;;IF;Serum
Albumin/Globulin [Mass Ratio] in Serum or Plasma;"1759-0";Hasil;Quantitative;Qn;{ratio};;Serum
Smith extractable nuclear Ab [Presence] in Serum by Immunofluorescence;"17591-9";Permintaan & Hasil;Ordinal;Ord;;IF;Serum
Aldosterone [Mass/volume] in Serum or Plasma;"1763-2";Permintaan & Hasil;Quantitative;Qn;ng/dL;;Serum
traMADol [Presence] in Urine by Confirmatory method;"17718-8";Permintaan & Hasil;Ordinal ;Ord;;Confirm;Urine
Yeast [Presence] in Stool by Light microscopy;"17773-3";Hasil;Ordinal;Ord;;Microscopy.light;Feses
Helicobacter pylori Ag [Presence] in Stool by Immunoassay;"17780-8";Permintaan & Hasil;Ordinal;Ord;;IA;Feses
Thyroid colloidal Ab [Units/volume] in Serum;"17797-2";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;;Serum
Oligoclonal bands [Interpretation] in Body fluid by Electrophoresis Narrative;"17821-0";Hasil ;Naratif ;Nar;;Electrophoresis;Cairan tubuh 
Acid phosphatase tartrate resistant [Enzymatic activity/volume] in Serum;"17837-6";Permintaan & Hasil;Quantitative;Qn;U/L;;Serum
Cancer Ag 72-4 [Units/volume] in Serum or Plasma;"17843-4";Permintaan & Hasil;Quantitative;Qn;[arb'U]/mL;;Serum
Reticulocytes/100 erythrocytes in Blood by Automated count;"17849-1";Permintaan & Hasil;Quantitative;Qn;%;Automated count;Darah
Herpes simplex virus 2 IgG Ab [Presence] in Serum;"17851-7";Permintaan & Hasil;Ordinal;Ord;;;Serum
Hemoglobin A1c/Hemoglobin.total in Blood by HPLC;"17856-6";Permintaan & Hasil;Quantitative;Qn;%;HPLC;Darah
Helicobacter pylori IgG Ab [Presence] in Serum or Plasma by Immunoassay;"17859-0";Permintaan & Hasil;Ordinal;Ord;;IA;Serum
Calcium [Mass/volume] in Serum or Plasma;"17861-6";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Calcium [Mass/volume] in Serum or Plasma;"17861-6";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Calcium [Mass/volume] in Urine;"17862-4";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Urine
Bacteria identified in Throat by Aerobe culture;"17898-8";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Kerongkongan
Bacteria identified in Wound deep by Aerobe culture;"17909-3";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Luka dalam
Bacteria identified in Wound shallow by Aerobe culture;"17915-0";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Luka superfisial
Bacteria identified in Wound deep by Anaerobe culture;"17925-9";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Luka dalam
Bacteria identified in Blood by Aerobe culture;"17928-3";Permintaan & Hasil;Nominal;Nom;;Aerobic culture;Serum/Plasma
Bacteria identified in Blood by Anaerobe culture;"17934-1";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Serum/Plasma
Bacteria identified in Body fluid by Anaerobe culture;"17956-4";Permintaan & Hasil;Nominal;Nom;;Anaerobic culture;Cairan tubuh
Amylase [Enzymatic activity/volume] in Pleural fluid;"1796-2";Permintaan & Hasil;Quantitative;Qn;U/L;;Cairan pleura
Amylase [Enzymatic activity/volume] in Serum or Plasma;"1798-8";Permintaan & Hasil;Quantitative;Qn;U/L;;Serum
Amylase [Enzymatic activity/volume] in Urine;"1799-6";Permintaan & Hasil;Quantitative;Qn;U/L;;Urine
Amylase [Enzymatic activity/time] in 24 hour Urine;"1800-2";Permintaan & Hasil;Quantitative;Qn;U/(24.h);;Urine 24 jam
Amylase.pancreatic [Enzymatic activity/volume] in Serum or Plasma;"1805-1";Hasil;Quantitative;Qn;U/L;;Serum
Amylase.pancreatic [Enzymatic activity/volume] in Serum or Plasma;"1805-1";Hasil;Quantitative;Qn;U/L;;Serum
Amylase.pancreatic [Enzymatic activity/volume] in Serum or Plasma;"1805-1";Hasil;Quantitative;Qn;U/L;;Serum
Erythrocyte sedimentation rate by 2H Westergren method;"18184-2";Permintaan & Hasil;Quantitative;Qn;mm/(2.h);Westergren.2H reading;Darah 
Niacin [Mass/volume] in Serum or Plasma;"18244-4";Permintaan & Hasil;Quantitative;Qn;ng/mL;;Serum
Alpha 1 antitrypsin [Mass/volume] in Serum or Plasma;"1825-9";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Alpha 1 antitrypsin [Mass/volume] in Serum or Plasma;"1825-9";Permintaan & Hasil;Quantitative;Qn;mg/dL;;Serum
Cannabinoids [Presence] in Urine by Screen method;"18282-4";Permintaan & Hasil;Ordinal;Ord;;Screen;Urine
