No,Permintaan/Hasil,Tipe hasil pemeriksaan,LOINC Code,Nama Pemeriksaan,Answer List ,Code,Code System ,Keterangan 
246,Hasil,Quantitative,4552-6,Hemoglobin A2 (Hb A2),,,,
247,Hasil,Quantitative,4547-6,Hemoglobin A1 (Hb A1),,,,
248,Hasil,Quantitative,4547-6,Hemoglobin A1 (Hb A1),,,,
249,Hasil,Quantitative,51196-4,Hemoglobin A1 (Hb A1),,,,
250,Hasil,Quantitative,4576-5,Hemoglobin F (Hb F),,,,
251,Hasil,Quantitative,42246-9,Hemoglobin F (Hb F),,,,
252,Hasil,Quantitative,32682-7,Hemoglobin F (Hb F),,,,
253,Hasil,Quantitative,4588-0,Hemoglobin H (Hb H),,,,
254,Hasil,Quantitative,4588-0,Hemoglobin H (Hb H),,,,
255,Hasil,Quantitative,4587-2,Hemoglobin H (Hb H),,,,
256,Permintaan & Hasil,Quantitative,48343-8,Fraksi Hb lain-lain,,,,
257,Hasil,Quantitative,42248-5,Fraksi Hb lain-lain,,,,
258,Hasil,Quantitative,32017-6,Fraksi Hb lain-lain,,,,
259,Hasil,Nominal,73984-7,Fraksi Hb lain-lain,Hb A,LA16209-1,http://loinc.org,
,,,,,Hb A - indeterminate,LA16210-9,http://loinc.org,
,,,,,Hb A2,LA16211-7,http://loinc.org,
,,,,,Hb A2 - elevate,LA16212-5,http://loinc.org,
,,,,,Hb C,LA13002-3,http://loinc.org,
,,,,,Hb D,LA13003-1,http://loinc.org,
,,,,,Hb E,LA13005-6,http://loinc.org,
,,,,,Hb F ,LA16208-3,http://loinc.org,
,,,,,Hb G ,LA16218-2,http://loinc.org,
,,,,,Hb H ,LA16220-8,http://loinc.org,
,,,,,Hb S ,LA13007-2,http://loinc.org,
,,,,,Hb unidentified,LA16223-2,http://loinc.org,
260,Hasil,Nominal,49322-1,Kesimpulan,Normal ,LA6626-1,http://loinc.org,
,,,,,Increase,LA32048-3,http://loinc.org,
,,,,,Decrease,LA32049-1,http://loinc.org,
261,Permintaan & Hasil,Narrative,13514-5,Kesimpulan,,,,
262,Permintaan & Hasil,Quantitative,4659-9,Skor NAP (Neutrophil alkaline phosphatase),,,,
263,Permintaan & Hasil,Nominal,13512-9,Neuron Specific Enolase (NSE),Negative,LA6577-6,http://loinc.org,
,,,,,1+,LA11841-6,http://loinc.org,Weakly positive
,,,,,2+,LA11842-4,http://loinc.org,Moderate positive
,,,,,3+,LA11843-2,http://loinc.org,Strong positive
264,Permintaan,Nominal,98904-6,Resistensi osmotik,,,,
265,Hasil,Quantitative,50794-7,Permulaan lisis (resistensi osmotik),,,,
266,Hasil,Nominal,40431-9,Kontrol permulaan lisis (resistensi osmotik),Normal ,LA6626-1,http://loinc.org,
,,,,,Increased osmotic fragility,75083006,http://snomed.info/sct,
,,,,,Decreased osmotic fragility,37253000,http://snomed.info/sct,
267,Hasil,Quantitative,50795-4,Lisis sempurna (resistensi osmotik),,,,
268,Hasil,Nominal,40431-9,Kontrol lisis sempurna (resistensi osmotik),Normal ,LA6626-1,http://loinc.org,
,,,,,Increased osmotic fragility,75083006,http://snomed.info/sct,
,,,,,Decreased osmotic fragility,37253000,http://snomed.info/sct,
269,Hasil,Nominal,34964-7,Interpretasi resistensi osmotik,Normal ,LA6626-1,http://loinc.org,
,,,,,Increased osmotic fragility,75083006,http://snomed.info/sct,
,,,,,Decreased osmotic fragility,37253000,http://snomed.info/sct,
,,,,,,,,
270,Permintaan,,48805-6,Agregasi trombosit,,,,
271,Hasil,Quantitative,X099114,Agregasi trombosit ADP 1 uM,,,,
272,Hasil,Quantitative,X099115,Agregasi trombosit ADP 2 uM,,,,
273,Hasil,Quantitative,56005-2,Agregasi trombosit ADP 5 uM,,,,
274,Hasil,Quantitative,56006-0,Agregasi trombosit ADP 10 uM,,,,
275,Hasil,Quantitative,5992-3,% Agregasi trombosit (ADP),,,,
276,Hasil,Nominal,94187-2,Kesan tes agregasi trombosit,Normal ,LA6626-1,http://loinc.org,
,,,,,Increased ,LA24377-6,http://loinc.org,
,,,,,Decreased,LA24378-4,http://loinc.org,
277,Hasil,Quantitative,5995-6,% Agregasi trombosit (Kolagen),,,,
278,Hasil,Quantitative,5996-4,% Agregasi trombosit (Epinefrin),,,,
279,Hasil,Quantitative,5998-0,% Agregasi trombosit (Ristocetin),,,,
280,Hasil,Quantitative,X099116,Masa laten (Asam arakidonat),,,,
281,Hasil,Quantitative,X099117,Kecepatan agregasi (Asam arakidonat),,,,
282,Hasil,Quantitative,X099118,Index agregasi (Asam arakidonat),,,,
283,Hasil,Quantitative,5993-1,% Agregasi (Asam arakidonat ),,,,
284,Hasil,Quantitative,X099119,Masa laten (Platelet activation factor),,,,
285,Hasil,Quantitative,X099120,Kecepatan agregasi (Platelet activation factor),,,,
286,Hasil,Quantitative,X099121,Index agregasi (Platelet activation factor),,,,
287,Hasil,Quantitative,X099122,% Agregasi (Platelet activation factor),,,,
288,Hasil,Quantitative,X099123,Masa laten,,,,
289,Hasil,Quantitative,X099124,Kecepatan agregasi,,,,
290,Hasil,Quantitative,X099125,Index agregasi,,,,
291,Hasil,Quantitative,13592-1,% Agregasi,,,,
292,Permintaan & Hasil,Quantitative,91119-8,Mixed APTT pasien,,,,
293,Hasil,Quantitative,X099126,Mixed APTT kontrol,,,,
294,Permintaan & Hasil,Quantitative,3173-2,APTT pasien,,,,
295,Permintaan & Hasil,Quantitative,3173-2,APTT pasien,,,,
296,Hasil,Quantitative,12185-5,APTT kontrol,,,,
297,Hasil,Quantitative,12185-5,APTT kontrol,,,,
298,Permintaan & Hasil,Ordinal,4631-8,Alkali denaturation test (APT Test),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
299,Permintaan & Hasil,Quantitative,3183-1,Waktu pembekuan (Lee &White),,,,
300,Permintaan & Hasil,Quantitative,3187-2,Faktor IX,,,,
301,Permintaan & Hasil,Quantitative,88449-4,Faktor IX,,,,
302,Hasil,Quantitative,X099127,Faktor IX kontrol,,,,
303,Permintaan & Hasil,Quantitative,3209-4,Faktor VIII,,,,
304,Hasil,Quantitative,X099128,Faktor VIII kontrol,,,,
305,Permintaan & Hasil,Quantitative,27816-8,Faktor Von Willebrand,,,,
306,Hasil,Quantitative,74809-5,Aktivitas von Willebrand,,,,
307,Hasil,Quantitative,28657-5,Faktor Xa,,,,
308,Hasil,Quantitative,3239-1,Faktor XIII,,,,
309,Permintaan & Hasil,Quantitative,3204-5,Inhibitor Faktor VIII,,,,
310,Permintaan,Nominal,75515-7,Lupus antikoagulan,,,,
311,Permintaan,Nominal,75881-3,Lupus antikoagulan,,,,
312,Permintaan & Hasil,Quantitative,6303-2,drVVT (LA Screen),,,,
313,Hasil,Quantitative,15359-3,drVVT (Normalized LA Screen),,,,
314,Permintaan & Hasil,Quantitative,75513-2,drVVT dengan 1:1 PNP (LA Mix),,,,
315,Permintaan & Hasil,Quantitative,75512-4,drVVT dengan 1:1 PNP (Normalized LA Mix),,,,
316,Permintaan & Hasil,Quantitative,57838-5,drVVT (LA Confirm),,,,
317,Hasil,Quantitative,68916-6,drVVT (Normalized LA Confirm),,,,
318,Permintaan & Hasil,Quantitative,50410-0,Rasio dRVVT/dRVVT with excess phopholipid (Screen to confirm ratio),,,,
319,Permintaan & Hasil,Quantitative,34571-0,aPTT.lupus sensitive (LA Screen),,,,
320,Hasil,Quantitative,48022-8,aPTT.lupus sensitive (Normalized LA Screen),,,,
321,Permintaan & Hasil,Quantitative,75510-8,aPTT.lupus sensitive dengan 1:1 PNP (LA Mix),,,,
322,Permintaan & Hasil,Quantitative,75509-0,aPTT.lupus sensitive dengan 1:1 PNP (Normalized LA Mix),,,,
323,Permintaan & Hasil,Quantitative,75506-6,aPTT.lupus sensitive (LA Confirm),,,,
324,Permintaan & Hasil,Quantitative,75508-2,aPTT.lupus sensitive (Normalized LA Confirm),,,,
325,Hasil,Quantitative,75884-7,Rasio aPTT.lupus sensitive/aPTT.lupus sensitive with excess phopholipid (Screen to confirm ratio),,,,
326,Hasil,Nominal,75514-0,Lupus antikoagulan interpretasi,Lupus anticoagulant not detected (2 screening test panel),LA21416-5,http://loinc.org,
,,,,,Lupus anticoagulant present (2 screening test panel),LA21415-7,http://loinc.org,
,,,,,Lupus anticoagulant indeterminate (2 screening test panel),LA21417-3,http://loinc.org,
327,Hasil,Nominal,75882-1,Lupus antikoagulan interpretasi,Lupus anticoagulant present (3 screening test panel),LA21759-8,http://loinc.org,
,,,,,Lupus anticoagulant not detected (3 screening test panel),LA21760-6,http://loinc.org,
,,,,,Lupus anticoagulant indeterminate (3 screening test panel),LA21761-4,http://loinc.org,
328,Permintaan & Hasil,Quantitative,20570-8,Hematokrit,,,,
329,Permintaan & Hasil,Quantitative,4690-4,Viskositas darah,,,,
330,Permintaan & Hasil,Quantitative,4691-2,Viskositas plasma,,,,
331,Permintaan & Hasil,Ordinal,38520-3,Percobaan pembendungan,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
332,Permintaan & Hasil,Ordinal,29263-1,Fibrin Degradation Products (FDP),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
333,Permintaan & Hasil,Quantitative,30009-5,Fibrin Degradation Products (FDP),,,,
334,Permintaan & Hasil,Quantitative,3242-5,Plasma Recalsification Time,,,,
335,Permintaan,,67790-6,Trombelastogram,,,,
336,Permintaan & Hasil,Quantitative,3182-3,IgM anti kardiolipin (ACA IgM),,,,
337,Permintaan & Hasil,Quantitative,3181-5,IgG anti kardiolipin (ACA IgG),,,,
338,Permintaan & Hasil,Quantitative,5047-6,Tes ANA (ANA Test),,,,
339,Permintaan & Hasil,Ordinal,47383-5,ANA IF,Positive,LA6576-8,http://loinc.org,
,,,,,1+,LA11841-6,http://loinc.org,
,,,,,2+,LA11842-4,http://loinc.org,
,,,,,3+,LA11843-2,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Equivocal / Borderline,LA11885-3,http://loinc.org,
,,,,,,,,
340,Permintaan & Hasil,Ordinal,42254-3,ANA IF,Positive,LA6576-8,http://loinc.org,
,,,,,1+,LA11841-6,http://loinc.org,
,,,,,2+,LA11842-4,http://loinc.org,
,,,,,3+,LA11843-2,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Equivocal / Borderline,LA11885-3,http://loinc.org,
341,Permintaan & Hasil,Quantitative,29953-7,ANA IF Titer,,,,
342,Permintaan & Hasil,Quantitative,5048-4,ANA IF Titer,,,,
343,Permintaan & Hasil,Quantitative,40655-3,ANA IF Titer,,,,
344,Permintaan & Hasil,Nominal,14611-8,ANA IF Pola,Rim,LA15821-4,http://loinc.org,
,,,,,Homogenous,LA15820-6,http://loinc.org,
,,,,,Speckled,LA15822-2,http://loinc.org,
,,,,,Nucleolar,LA15823-0,http://loinc.org,
,,,,,Diffuse,LA15824-8,http://loinc.org,
,,,,,Centromere,LA15825-5,http://loinc.org,
345,Permintaan,,X099129,ANA Profile,,,,
346,Permintaan & Hasil,Ordinal,31628-1,nRNP/Sm Ab,Negative,LA6577-6,http://loinc.org,
,,,,,1+,LA11841-6,http://loinc.org,
,,,,,2+,LA11842-4,http://loinc.org,
,,,,,3+,LA11843-2,http://loinc.org,
,,,,,4+,LA11844-0,http://loinc.org,
347,Permintaan & Hasil,Ordinal,26880-5,nRNP/Sm Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
348,Permintaan & Hasil,Ordinal,31627-3,Sm Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
349,Permintaan & Hasil,Ordinal,5356-1,Sm Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
350,Permintaan & Hasil,Ordinal,17591-9,Sm Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
351,Permintaan & Hasil,Ordinal,8093-7,SS-A (SS-A native dan Ro-52) Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
352,Permintaan & Hasil,Ordinal,5351-2,SS-A (SS-A native dan Ro-52) Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
353,Permintaan & Hasil,Ordinal,17583-6,SS-A (SS-A native dan Ro-52) Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
354,Permintaan & Hasil,Ordinal,8094-5,SS-B Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
355,Permintaan & Hasil,Ordinal,5353-8,SS-B Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
356,Permintaan & Hasil,Ordinal,17586-9,SS-B Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
357,Permintaan & Hasil,Ordinal,8092-9,Scl-70 Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
358,Permintaan & Hasil,Ordinal,17569-5,Scl-70 Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
359,Permintaan & Hasil,Ordinal,31563-0,PM-Scl Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
360,Permintaan & Hasil,Ordinal,53007-1,PM-Scl Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
361,Permintaan & Hasil,Ordinal,8076-2,Jo-1 Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
362,Permintaan & Hasil,Ordinal,5234-0,Jo-1 Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
363,Permintaan & Hasil,Ordinal,17031-6,Jo-1 Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
364,Permintaan & Hasil,Ordinal,53981-7,CENP B Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
365,Permintaan & Hasil,Ordinal,8088-7,PCNA B Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
366,Permintaan & Hasil,Ordinal,5275-3,PCNA B Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
367,Permintaan & Hasil,Ordinal,47074-0,PCNA B Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
368,Permintaan & Hasil,Ordinal,31348-6,dsDNA Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
369,Permintaan & Hasil,Ordinal,12277-0,dsDNA Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
370,Permintaan & Hasil,Ordinal,5131-8,dsDNA Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
371,Permintaan & Hasil,Ordinal,53015-4,Nucleosomes Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
372,Permintaan & Hasil,Ordinal,63300-8,Nucleosomes Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
373,Permintaan & Hasil,Ordinal,8071-3,Histones Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
374,Permintaan & Hasil,Ordinal,58765-9,Histones Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
375,Permintaan & Hasil,Ordinal,5217-5,Histones Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
376,Permintaan & Hasil,Ordinal,31592-9,ribosomal P-Protein Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
377,Permintaan & Hasil,Ordinal,26054-7,AMA-M2 Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
378,Permintaan & Hasil,Ordinal,63283-6,AMA-M2 Ab,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
379,Permintaan & Hasil,Quantitative,8077-0,AMA,,,,
380,Permintaan & Hasil,Ordinal,14236-4,AMA,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
381,Permintaan & Hasil,Quantitative,8095-2,SMA / ASMA,,,,
382,Permintaan & Hasil,Ordinal,14252-1,SMA / ASMA,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
383,Permintaan & Hasil,Quantitative,5358-7,SMA / ASMA,,,,
384,Permintaan & Hasil,Ordinal,26971-2,SMA / ASMA,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
385,Permintaan & Hasil,Quantitative,17358-3,ANCA,,,,
386,Permintaan & Hasil,Quantitative,53012-1,ANCA,,,,
387,Permintaan & Hasil,Ordinal,29641-8,ANCA,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
388,Permintaan & Hasil,Quantitative,13092-2,EMA/tTG,,,,
389,Permintaan & Hasil,Quantitative,16815-3,EMA/tTG,,,,
390,Permintaan & Hasil,Quantitative,14708-2,EMA/tTG,,,,
391,Permintaan & Hasil,Quantitative,25399-7,EMA/tTG,,,,
392,Permintaan & Hasil,Ordinal,31365-0,EMA/tTG,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
393,Permintaan & Hasil,Ordinal,16814-6,EMA/tTG,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
394,Permintaan & Hasil,Quantitative,5370-2,ASTO,,,,
395,Permintaan & Hasil,Quantitative,25788-1,ASTO,,,,
396,Permintaan & Hasil,Quantitative,22568-0,Titer ASTO,,,,
397,Permintaan & Hasil,Quantitative,16135-6,IgG Beta 2 Glycoprotein 1,,,,
398,Permintaan & Hasil,Quantitative,44448-9,IgG Beta 2 Glycoprotein 1,,,,
399,Permintaan & Hasil,Quantitative,16136-4,IgM Beta 2 Glycoprotein 1,,,,
400,Permintaan & Hasil,Quantitative,44449-7,IgM Beta 2 Glycoprotein 1,,,,
401,Permintaan & Hasil,Quantitative,4485-9,Komplemen C3,,,,
402,Permintaan & Hasil,Quantitative,4498-2,Komplemen C4,,,,
403,Permintaan & Hasil,Quantitative,5130-0,Anti ds-DNA,,,,
404,Permintaan & Hasil,Quantitative,47299-3,Anti ds-DNA,,,,
405,Permintaan & Hasil,Quantitative,42200-6,Anti ds-DNA,,,,
406,Permintaan & Hasil,Quantitative,32677-7,Anti ds-DNA,,,,
407,Permintaan & Hasil,Quantitative,54910-5,Anti ds-DNA,,,,
408,Permintaan & Hasil,Quantitative,32677-7,Anti ds-DNA,,,,
409,Permintaan & Hasil,Quantitative,11572-5,Faktor rematoid (RF),,,,
410,Permintaan & Hasil,Quantitative,15205-8,Faktor rematoid (RF),,,,
411,Permintaan & Hasil,Quantitative,6928-6,Faktor rematoid (RF),,,,
412,Permintaan & Hasil,Ordinal,33910-1,Faktor rematoid (RF) kualitatif,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Non-reactive,LA15256-3,http://loinc.org,
413,Permintaan & Hasil,Ordinal,5297-7,Faktor rematoid (RF) kualitatif,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Non-reactive,LA15256-3,http://loinc.org,
414,Permintaan & Hasil,Quantitative,11573-3,IgM faktor rematoid,,,,
415,Permintaan & Hasil,Quantitative,9338-5,IgM faktor rematoid,,,,
416,Permintaan & Hasil,Quantitative,54022-9,Anti Mutated Citrullinated Vimentin (Anti MCV),,,,
417,Permintaan & Hasil,Ordinal,4821-5,Human Leucocyte Antigen - B27 (HLA-B27),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Detected,LA11882-0,http://loinc.org,
,,,,,Not detected,LA11883-8,http://loinc.org,
418,Permintaan & Hasil,Quantitative,X099130,Human MSTN (Myostatin),,,,
419,Permintaan & Hasil,Quantitative,5362-9,Antibody Sperm Autoimmune (ASA),,,,
420,Permintaan & Hasil,Ordinal,31631-5,Antibody Sperm Autoimmune (ASA),Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Non-reactive,LA15256-3,http://loinc.org,
421,Permintaan & Hasil,Ordinal,5117-7,Krioglobulin,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
422,Permintaan,Ordinal,X099131,LE Cell Test,,,,
423,Hasil,Ordinal,13507-9,LE Cell Test,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
424,Permintaan & Hasil,Quantitative,49867-5,Endothelin-1,,,,
425,Permintaan & Hasil,Quantitative,8098-6,Anti Thyroglobulin,,,,
426,Permintaan & Hasil,Quantitative,56536-6,Anti Thyroglobulin,,,,
427,Permintaan & Hasil,Quantitative,56536-6,Anti Thyroglobulin,,,,
428,Permintaan & Hasil,Quantitative,8099-4,Anti-TPO,,,,
429,Permintaan & Hasil,Quantitative,56477-3,Anti-TPO,,,,
430,Permintaan & Hasil,Quantitative,56477-3,Anti-TPO,,,,
431,Permintaan & Hasil,Quantitative,5385-0,TSH Receptor Antibodies,,,,
432,Permintaan & Hasil,Quantitative,57416-0,TSH Receptor Antibodies,,,,
433,Permintaan & Hasil,Quantitative,17797-2,Thyroid Autoantibodies,,,,
434,Permintaan & Hasil,Ordinal,22314-9,IgM Anti HAV,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Non-reactive,LA15256-3,http://loinc.org,
435,Permintaan & Hasil,Quantitative,5181-3,IgM Anti HAV,,,,
436,Permintaan & Hasil,Quantitative,5181-3,IgM Anti HAV,,,,
437,Permintaan & Hasil,Quantitative,5181-3,IgM Anti HAV,,,,
438,Permintaan & Hasil,Quantitative,5181-3,IgM Anti HAV,,,,
439,Permintaan & Hasil,Quantitative,22315-6,IgM Anti HAV,,,,
440,Permintaan & Hasil,Ordinal,32018-4,IgG Anti HAV,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Non-reactive,LA15256-3,http://loinc.org,
441,Permintaan & Hasil,Ordinal,40724-7,IgG Anti HAV,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Reactive,LA15255-5,http://loinc.org,
,,,,,Non-reactive,LA15256-3,http://loinc.org,
442,Permintaan & Hasil,Quantitative,22313-1,IgG Anti HAV,,,,
443,Permintaan & Hasil,Quantitative,5179-7,IgG Anti HAV,,,,
444,Permintaan & Hasil,Quantitative,5180-5,IgG Anti HAV,,,,
445,Permintaan & Hasil,Quantitative,22312-3,Anti HAV,,,,
446,Permintaan & Hasil,Quantitative,5183-9,Anti HAV,,,,
447,Permintaan & Hasil,Quantitative,5183-9,Anti HAV,,,,
448,Permintaan & Hasil,Quantitative,5184-7,Anti HAV,,,,
449,Permintaan & Hasil,Ordinal,16933-4,Anti HBc total,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
450,Permintaan & Hasil,Ordinal,13952-7,Anti HBc total,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
451,Hasil,Ordinal,75378-0,Anti HBc total,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Invalid,LA15841-2,http://loinc.org,
452,Permintaan & Hasil,Quantitative,22316-4,Anti HBc total,,,,
453,Permintaan & Hasil,Quantitative,5187-0,Anti HBc total,,,,
454,Permintaan & Hasil,Quantitative,5187-0,Anti HBc total,,,,
455,Permintaan & Hasil,Quantitative,5188-8,Anti HBc total,,,,
456,Permintaan & Hasil,Ordinal,31204-1,IgM Anti HBc,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
457,Permintaan & Hasil,Ordinal,24113-3,IgM Anti HBc,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
458,Permintaan & Hasil,Quantitative,22319-8,IgM Anti HBc,,,,
459,Permintaan & Hasil,Quantitative,5185-4,IgM Anti HBc,,,,
460,Permintaan & Hasil,Quantitative,5186-2,IgM Anti HBc,,,,
461,Permintaan & Hasil,Ordinal,22320-6,Anti HBe total,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
462,Permintaan & Hasil,Ordinal,13953-5,Anti HBe total,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
463,Hasil,Ordinal,75407-7,Anti HBe total,Positive,LA6576-8,http://loinc.org,
,,,,,Negative,LA6577-6,http://loinc.org,
,,,,,Invalid,LA15841-2,http://loinc.org,
